timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2025/07/17 15:22:44.453, 0 %, 0 %, 5719 MiB, 46068 MiB, 64, 101.07 W
2025/07/17 15:22:44.453, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.86 W
2025/07/17 15:22:44.454, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.97 W
2025/07/17 15:22:45.454, 4 %, 1 %, 5719 MiB, 46068 MiB, 64, 103.80 W
2025/07/17 15:22:45.454, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:22:45.454, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.93 W
2025/07/17 15:22:46.454, 4 %, 1 %, 5719 MiB, 46068 MiB, 64, 104.97 W
2025/07/17 15:22:46.455, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.82 W
2025/07/17 15:22:46.455, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.86 W
2025/07/17 15:22:47.455, 8 %, 2 %, 5719 MiB, 46068 MiB, 64, 103.82 W
2025/07/17 15:22:47.455, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:22:47.455, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 33.05 W
2025/07/17 15:22:48.455, 30 %, 6 %, 5719 MiB, 46068 MiB, 64, 106.96 W
2025/07/17 15:22:48.455, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:22:48.455, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 33.05 W
2025/07/17 15:22:49.455, 4 %, 1 %, 5719 MiB, 46068 MiB, 64, 102.42 W
2025/07/17 15:22:49.455, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:22:49.455, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 33.05 W
2025/07/17 15:22:50.455, 7 %, 1 %, 5719 MiB, 46068 MiB, 64, 104.70 W
2025/07/17 15:22:50.455, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:22:50.455, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 33.05 W
2025/07/17 15:22:51.456, 14 %, 2 %, 5719 MiB, 46068 MiB, 64, 105.32 W
2025/07/17 15:22:51.456, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:22:51.456, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 33.05 W
2025/07/17 15:22:52.456, 14 %, 2 %, 5719 MiB, 46068 MiB, 64, 105.43 W
2025/07/17 15:22:52.456, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
