timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2025/07/17 15:14:54.683, 0 %, 0 %, 5703 MiB, 46068 MiB, 63, 99.30 W
2025/07/17 15:14:54.683, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.87 W
2025/07/17 15:14:54.684, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.92 W
2025/07/17 15:14:55.684, 12 %, 2 %, 5703 MiB, 46068 MiB, 63, 99.84 W
2025/07/17 15:14:55.684, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.85 W
2025/07/17 15:14:55.684, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.78 W
2025/07/17 15:14:56.684, 12 %, 2 %, 5703 MiB, 46068 MiB, 63, 101.88 W
2025/07/17 15:14:56.684, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:14:56.684, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.81 W
2025/07/17 15:14:57.684, 10 %, 2 %, 5703 MiB, 46068 MiB, 63, 107.46 W
2025/07/17 15:14:57.685, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:14:57.685, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.81 W
2025/07/17 15:14:58.685, 8 %, 2 %, 5703 MiB, 46068 MiB, 63, 104.21 W
2025/07/17 15:14:58.685, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:14:58.685, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:14:59.685, 12 %, 2 %, 5703 MiB, 46068 MiB, 63, 109.22 W
2025/07/17 15:14:59.685, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:14:59.685, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:00.685, 0 %, 0 %, 5703 MiB, 46068 MiB, 63, 102.50 W
2025/07/17 15:15:00.685, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:00.685, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:01.685, 8 %, 2 %, 5703 MiB, 46068 MiB, 63, 103.85 W
2025/07/17 15:15:01.685, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:01.685, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:02.686, 16 %, 4 %, 5703 MiB, 46068 MiB, 63, 106.97 W
2025/07/17 15:15:02.686, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:02.686, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:03.686, 8 %, 2 %, 5703 MiB, 46068 MiB, 63, 104.26 W
2025/07/17 15:15:03.686, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:03.686, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:04.686, 12 %, 2 %, 5703 MiB, 46068 MiB, 63, 106.29 W
2025/07/17 15:15:04.686, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:04.686, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:05.686, 8 %, 2 %, 5703 MiB, 46068 MiB, 63, 108.06 W
2025/07/17 15:15:05.686, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:05.686, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:06.686, 19 %, 4 %, 5703 MiB, 46068 MiB, 63, 105.56 W
2025/07/17 15:15:06.687, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:06.687, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:07.687, 0 %, 0 %, 5703 MiB, 46068 MiB, 63, 106.40 W
2025/07/17 15:15:07.687, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:07.687, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:08.687, 8 %, 2 %, 5703 MiB, 46068 MiB, 63, 105.32 W
2025/07/17 15:15:08.687, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:08.687, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:09.687, 13 %, 3 %, 5703 MiB, 46068 MiB, 63, 102.37 W
2025/07/17 15:15:09.687, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:09.687, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.81 W
2025/07/17 15:15:10.687, 0 %, 0 %, 5703 MiB, 46068 MiB, 63, 102.99 W
2025/07/17 15:15:10.687, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:10.688, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.93 W
2025/07/17 15:15:11.688, 4 %, 1 %, 5703 MiB, 46068 MiB, 63, 105.98 W
2025/07/17 15:15:11.688, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:11.688, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.88 W
2025/07/17 15:15:12.688, 12 %, 3 %, 5703 MiB, 46068 MiB, 63, 104.15 W
2025/07/17 15:15:12.688, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:12.688, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:13.688, 1 %, 0 %, 5703 MiB, 46068 MiB, 63, 103.34 W
2025/07/17 15:15:13.688, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:13.688, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:14.688, 4 %, 1 %, 5703 MiB, 46068 MiB, 63, 102.78 W
2025/07/17 15:15:14.688, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:14.689, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.76 W
2025/07/17 15:15:15.689, 19 %, 4 %, 5699 MiB, 46068 MiB, 63, 107.11 W
2025/07/17 15:15:15.689, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:15.689, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.88 W
2025/07/17 15:15:16.689, 2 %, 0 %, 5687 MiB, 46068 MiB, 63, 115.24 W
2025/07/17 15:15:16.689, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:16.689, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.93 W
2025/07/17 15:15:17.689, 10 %, 2 %, 5687 MiB, 46068 MiB, 63, 103.36 W
2025/07/17 15:15:17.689, 0 %, 0 %, 3 MiB, 46068 MiB, 35, 31.83 W
2025/07/17 15:15:17.689, 0 %, 0 %, 3 MiB, 46068 MiB, 39, 32.85 W
2025/07/17 15:15:18.689, 0 %, 0 %, 5687 MiB, 46068 MiB, 63, 103.96 W
