timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2025/07/17 14:39:12.232, 0 %, 0 %, 3669 MiB, 46068 MiB, 58, 96.22 W
2025/07/17 14:39:12.233, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.75 W
2025/07/17 14:39:12.233, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.55 W
2025/07/17 14:39:13.234, 31 %, 9 %, 3669 MiB, 46068 MiB, 58, 98.50 W
2025/07/17 14:39:13.234, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.73 W
2025/07/17 14:39:13.234, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.53 W
2025/07/17 14:39:14.234, 84 %, 21 %, 3669 MiB, 46068 MiB, 59, 113.38 W
2025/07/17 14:39:14.234, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.82 W
2025/07/17 14:39:14.234, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:15.234, 20 %, 5 %, 3669 MiB, 46068 MiB, 59, 105.83 W
2025/07/17 14:39:15.234, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.80 W
2025/07/17 14:39:15.234, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.50 W
2025/07/17 14:39:16.234, 0 %, 0 %, 3669 MiB, 46068 MiB, 58, 110.24 W
2025/07/17 14:39:16.234, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.81 W
2025/07/17 14:39:16.235, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.50 W
2025/07/17 14:39:17.235, 39 %, 9 %, 3661 MiB, 46068 MiB, 59, 110.32 W
2025/07/17 14:39:17.235, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:17.235, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:18.235, 20 %, 5 %, 3661 MiB, 46068 MiB, 59, 106.69 W
2025/07/17 14:39:18.235, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:18.235, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:19.235, 12 %, 3 %, 3661 MiB, 46068 MiB, 59, 115.43 W
2025/07/17 14:39:19.235, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:19.235, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:20.235, 28 %, 6 %, 3661 MiB, 46068 MiB, 59, 116.03 W
2025/07/17 14:39:20.235, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:20.235, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:21.236, 23 %, 6 %, 3661 MiB, 46068 MiB, 59, 106.03 W
2025/07/17 14:39:21.236, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:21.236, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:22.236, 4 %, 1 %, 3653 MiB, 46068 MiB, 59, 108.06 W
2025/07/17 14:39:22.236, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:22.236, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:23.236, 8 %, 2 %, 3781 MiB, 46068 MiB, 59, 105.74 W
2025/07/17 14:39:23.236, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:23.236, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:24.236, 8 %, 2 %, 3781 MiB, 46068 MiB, 59, 109.96 W
2025/07/17 14:39:24.236, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.82 W
2025/07/17 14:39:24.236, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:25.236, 0 %, 0 %, 3781 MiB, 46068 MiB, 59, 103.90 W
2025/07/17 14:39:25.237, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.70 W
2025/07/17 14:39:25.237, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:26.237, 20 %, 5 %, 3781 MiB, 46068 MiB, 59, 108.08 W
2025/07/17 14:39:26.237, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.71 W
2025/07/17 14:39:26.237, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:27.237, 50 %, 11 %, 3773 MiB, 46068 MiB, 59, 113.18 W
2025/07/17 14:39:27.237, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:27.237, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:28.237, 4 %, 1 %, 3773 MiB, 46068 MiB, 59, 104.43 W
2025/07/17 14:39:28.237, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:28.237, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:29.237, 6 %, 1 %, 3773 MiB, 46068 MiB, 59, 105.58 W
2025/07/17 14:39:29.237, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:29.238, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:30.238, 43 %, 11 %, 3773 MiB, 46068 MiB, 59, 116.69 W
2025/07/17 14:39:30.238, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.81 W
2025/07/17 14:39:30.238, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.49 W
2025/07/17 14:39:31.238, 9 %, 2 %, 3773 MiB, 46068 MiB, 59, 103.80 W
2025/07/17 14:39:31.238, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.81 W
2025/07/17 14:39:31.238, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.37 W
2025/07/17 14:39:32.238, 30 %, 6 %, 3765 MiB, 46068 MiB, 60, 110.81 W
2025/07/17 14:39:32.238, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.82 W
2025/07/17 14:39:32.238, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:33.238, 12 %, 3 %, 3765 MiB, 46068 MiB, 59, 102.46 W
2025/07/17 14:39:33.238, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.82 W
2025/07/17 14:39:33.238, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:34.239, 10 %, 3 %, 3765 MiB, 46068 MiB, 59, 107.46 W
2025/07/17 14:39:34.239, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:34.239, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.51 W
2025/07/17 14:39:35.239, 28 %, 7 %, 3765 MiB, 46068 MiB, 59, 114.42 W
2025/07/17 14:39:35.239, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:35.239, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.56 W
2025/07/17 14:39:36.239, 50 %, 12 %, 3765 MiB, 46068 MiB, 59, 108.45 W
2025/07/17 14:39:36.240, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:36.240, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.44 W
2025/07/17 14:39:37.240, 2 %, 1 %, 3765 MiB, 46068 MiB, 59, 108.95 W
2025/07/17 14:39:37.240, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:37.240, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:38.240, 12 %, 3 %, 3765 MiB, 46068 MiB, 59, 108.81 W
2025/07/17 14:39:38.240, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:38.240, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:39.240, 25 %, 6 %, 3757 MiB, 46068 MiB, 59, 106.87 W
2025/07/17 14:39:39.240, 0 %, 0 %, 3 MiB, 46068 MiB, 33, 31.83 W
2025/07/17 14:39:39.240, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:40.240, 37 %, 9 %, 3757 MiB, 46068 MiB, 59, 117.44 W
2025/07/17 14:39:40.240, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.83 W
2025/07/17 14:39:40.240, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:41.241, 16 %, 4 %, 3757 MiB, 46068 MiB, 60, 100.25 W
2025/07/17 14:39:41.241, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.83 W
2025/07/17 14:39:41.241, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.27 W
2025/07/17 14:39:42.241, 34 %, 8 %, 3757 MiB, 46068 MiB, 59, 107.71 W
2025/07/17 14:39:42.241, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.83 W
2025/07/17 14:39:42.241, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:43.241, 0 %, 0 %, 3757 MiB, 46068 MiB, 59, 109.74 W
2025/07/17 14:39:43.241, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.83 W
2025/07/17 14:39:43.241, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:44.241, 5 %, 1 %, 3749 MiB, 46068 MiB, 60, 109.00 W
2025/07/17 14:39:44.241, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.83 W
2025/07/17 14:39:44.242, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.39 W
2025/07/17 14:39:45.242, 0 %, 0 %, 3749 MiB, 46068 MiB, 59, 101.28 W
2025/07/17 14:39:45.242, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.84 W
2025/07/17 14:39:45.242, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.53 W
2025/07/17 14:39:46.242, 0 %, 0 %, 3749 MiB, 46068 MiB, 59, 96.79 W
2025/07/17 14:39:46.242, 0 %, 0 %, 3 MiB, 46068 MiB, 34, 31.85 W
2025/07/17 14:39:46.242, 0 %, 0 %, 3 MiB, 46068 MiB, 37, 32.55 W
